ProblemId,Result,TotalTime
MNIST_P96_N7,timeout,3600.065
MNIST_P20_N26,BabTranslatorError(Unsupported computation graph detected),3.0183
MNIST_P27_N8,BabTranslatorError(Unknown shape for variable x_0),0.1991
MNIST_P76_N45,unknown,1406.1151
MNIST_P95_N7,timeout,3600.0
MNIST_P47_N14,BabTranslatorError(Unsupported activation type: sigmoid),17.3776
MNIST_P32_N33,timeout,3600.051
MNIST_P27_N47,timeout,3600.06
MNIST_P80_N47,timeout,3600.055
MNIST_P24_N11,timeout,3600.069
MNIST_P3_N5,BabTranslatorError(Unsupported activation type: sigmoid),4.6586
MNIST_P41_N42,timeout,3600.065
MNIST_P62_N31,timeout,3600.003
MNIST_P70_N36,timeout,3600.043
MNIST_P52_N33,timeout,3600.05
MNIST_P95_N25,timeout,3600.027
MNIST_P28_N37,timeout,3600.021
MNIST_P54_N41,outofmemory,1838.41
MNIST_P99_N8,BabTranslatorError(Unknown shape for variable x_0),0.1986
MNIST_P98_N33,timeout,3600.07
MNIST_P45_N47,timeout,3600.033
MNIST_P28_N40,timeout,3600.01
MNIST_P46_N46,timeout,3600.042
MNIST_P65_N24,timeout,3600.01
MNIST_P97_N8,BabTranslatorError(Unknown shape for variable x_0),0.1329
MNIST_P5_N35,timeout,3600.042
MNIST_P35_N26,BabTranslatorError(Unsupported computation graph detected),2.8586
MNIST_P73_N23,timeout,3600.046
MNIST_P92_N9,timeout,3600.008
MNIST_P18_N38,timeout,3600.007
MNIST_P17_N7,timeout,3600.013
MNIST_P10_N41,outofmemory,1854.097
MNIST_P53_N25,timeout,3600.045
MNIST_P6_N40,timeout,3600.006
MNIST_P75_N26,BabTranslatorError(Unsupported computation graph detected),2.9013
MNIST_P6_N44,timeout,3600.004
MNIST_P32_N27,sat,93.6195
MNIST_P93_N47,timeout,3600.001
MNIST_P3_N42,timeout,3600.036
MNIST_P4_N41,outofmemory,1799.49
MNIST_P66_N26,BabTranslatorError(Unsupported computation graph detected),2.0486
MNIST_P62_N3,BabTranslatorError(Unsupported computation graph detected),3.0291
MNIST_P82_N26,BabTranslatorError(Unsupported computation graph detected),3.0125
MNIST_P40_N3,BabTranslatorError(Unsupported computation graph detected),2.9514
MNIST_P21_N33,timeout,3600.009
MNIST_P44_N5,BabTranslatorError(Unsupported activation type: sigmoid),4.3862
MNIST_P80_N34,unknown,3034.6378
MNIST_P86_N37,timeout,3600.055
MNIST_P20_N9,timeout,3600.04
MNIST_P56_N42,timeout,3600.045
MNIST_P19_N7,timeout,3600.055
MNIST_P41_N16,BabTranslatorError(Unsupported computation graph detected),3.17
MNIST_P42_N16,BabTranslatorError(Unsupported computation graph detected),3.726
MNIST_P17_N12,timeout,3600.038
MNIST_P85_N33,timeout,3600.017
MNIST_P41_N12,timeout,3600.017
MNIST_P52_N14,BabTranslatorError(Unsupported activation type: sigmoid),18.5702
MNIST_P83_N5,BabTranslatorError(Unsupported activation type: sigmoid),4.5114
MNIST_P94_N10,timeout,3600.01
MNIST_P73_N31,timeout,3600.025
MNIST_P47_N45,unknown,1413.8698
MNIST_P79_N2,outofmemory,1453.696
MNIST_P99_N15,BabTranslatorError(Unsupported activation type: sigmoid),4.2951
MNIST_P35_N20,BabTranslatorError(Unsupported computation graph detected),4.4358
MNIST_P32_N1,timeout,3600.04
MNIST_P60_N31,timeout,3600.048
MNIST_P83_N9,timeout,3600.056
MNIST_P82_N40,timeout,3600.038
MNIST_P90_N5,BabTranslatorError(Unsupported activation type: sigmoid),4.8089
MNIST_P58_N23,timeout,3600.059
MNIST_P96_N40,timeout,3600.018
MNIST_P37_N3,BabTranslatorError(Unsupported computation graph detected),3.1496
MNIST_P3_N31,timeout,3600.054
MNIST_P68_N27,sat,53.2557
MNIST_P20_N8,BabTranslatorError(Unknown shape for variable x_0),0.1884
MNIST_P11_N18,BabTranslatorError(Unsupported activation type: sigmoid),5.092
MNIST_P33_N14,BabTranslatorError(Unsupported activation type: sigmoid),18.5522
MNIST_P84_N48,BabTranslatorError(Unsupported activation type: sigmoid),18.7769
MNIST_P3_N19,BabTranslatorError(Unsupported activation type: tanh),5.0884
MNIST_P6_N35,timeout,3600.065
MNIST_P20_N42,timeout,3600.01
MNIST_P51_N17,BabTranslatorError(Unsupported computation graph detected),2.3367
MNIST_P11_N24,timeout,3600.069
MNIST_P15_N34,unknown,3120.3235
MNIST_P42_N7,timeout,3600.062
MNIST_P79_N40,timeout,3600.029
MNIST_P70_N29,timeout,3600.002
MNIST_P28_N49,BabTranslatorError(Unsupported activation type: sigmoid),19.2301
MNIST_P31_N7,timeout,3600.012
MNIST_P44_N35,timeout,3600.05
MNIST_P44_N18,BabTranslatorError(Unsupported activation type: sigmoid),4.7549
MNIST_P13_N27,sat,3.1822
MNIST_P62_N49,BabTranslatorError(Unsupported activation type: sigmoid),18.8009
MNIST_P92_N17,BabTranslatorError(Unsupported computation graph detected),2.055
MNIST_P50_N23,timeout,3600.044
MNIST_P21_N1,timeout,3600.053
MNIST_P71_N44,timeout,3600.055
MNIST_P68_N1,timeout,3600.033
MNIST_P91_N46,timeout,3600.029
MNIST_P0_N10,timeout,3600.05
MNIST_P68_N29,timeout,3600.012
MNIST_P5_N17,BabTranslatorError(Unsupported computation graph detected),2.4939
MNIST_P35_N8,BabTranslatorError(Invalid property: Comparing expressions with different shapes is not supported),0.3089
MNIST_P12_N2,outofmemory,1365.191
MNIST_P59_N21,BabTranslatorError(Unsupported activation type: tanh),4.284
MNIST_P53_N18,BabTranslatorError(Unsupported activation type: sigmoid),4.5721
MNIST_P60_N9,timeout,3600.027
MNIST_P15_N44,timeout,3600.014
MNIST_P1_N4,BabTranslatorError(Unsupported activation type: tanh),4.8016
MNIST_P62_N13,timeout,3600.067
