ProblemId,Result,TotalTime
MNIST_P28_N12,MarabouError(Return code: 1),6.8816
MNIST_P73_N20,outofmemory,48.252
MNIST_P87_N3,outofmemory,34.538
MNIST_P16_N13,timeout,3600.009
MNIST_P43_N9,unsat,343.294
MNIST_P53_N23,unsat,89.1588
MNIST_P66_N15,timeout,3600.021
MNIST_P89_N18,timeout,3600.002
MNIST_P3_N36,unsat,323.3972
MNIST_P14_N42,unsat,48.8119
MNIST_P62_N34,timeout,3600.013
MNIST_P31_N36,unsat,319.8366
MNIST_P70_N15,timeout,3600.005
MNIST_P39_N11,outofmemory,330.237
MNIST_P46_N21,MarabouError(Return code: 1),11.4883
MNIST_P1_N17,outofmemory,75.28
MNIST_P2_N29,unsat,93.2381
MNIST_P38_N11,outofmemory,430.689
MNIST_P38_N49,outofmemory,79.37
MNIST_P51_N4,MarabouError(Return code: 1),10.6857
MNIST_P74_N9,unsat,345.2356
MNIST_P71_N18,timeout,3600.022
MNIST_P11_N13,timeout,3600.001
MNIST_P5_N46,unsat,349.123
MNIST_P66_N2,outofmemory,205.2
MNIST_P90_N9,unsat,325.8154
MNIST_P94_N7,timeout,3600.006
MNIST_P25_N4,MarabouError(Return code: 1),7.8713
MNIST_P76_N36,unsat,295.1065
MNIST_P96_N4,MarabouError(Return code: 1),7.2762
MNIST_P66_N5,timeout,3600.001
MNIST_P69_N1,timeout,3600.022
MNIST_P60_N45,timeout,3600.002
MNIST_P50_N17,outofmemory,45.128
MNIST_P27_N24,timeout,3600.009
MNIST_P33_N21,MarabouError(Return code: 1),6.6437
MNIST_P17_N33,MarabouError(Return code: 1),2.2234
MNIST_P15_N23,unsat,56.3755
MNIST_P73_N42,unsat,26.5831
MNIST_P50_N15,timeout,3600.006
MNIST_P56_N35,timeout,3600.022
MNIST_P45_N5,timeout,3600.032
MNIST_P96_N26,timeout,3600.015
MNIST_P39_N31,unsat,232.8842
MNIST_P22_N12,MarabouError(Return code: 1),1.4374
MNIST_P35_N41,outofmemory,55.329
MNIST_P45_N34,timeout,3600.018
MNIST_P65_N9,unsat,253.3043
MNIST_P78_N42,unsat,20.4338
MNIST_P80_N38,outofmemory,287.698
MNIST_P2_N37,unsat,252.2842
MNIST_P84_N22,MarabouError(Return code: 1),2.5383
MNIST_P61_N37,unsat,255.9152
MNIST_P74_N12,MarabouError(Return code: 1),1.4402
MNIST_P30_N19,MarabouError(Return code: 1),3.3173
MNIST_P88_N5,timeout,3600.016
MNIST_P86_N5,timeout,3600.034
MNIST_P0_N49,VerificationRunnerError(IndexError),
MNIST_P56_N9,unsat,240.4625
MNIST_P39_N44,timeout,3600.002
MNIST_P50_N9,unsat,238.8498
MNIST_P75_N1,timeout,3600.022
MNIST_P61_N14,outofmemory,35.577
MNIST_P48_N27,timeout,3600.009
MNIST_P43_N15,timeout,3600.004
MNIST_P83_N44,timeout,3600.01
MNIST_P98_N5,timeout,3600.02
MNIST_P74_N47,outofmemory,49.845
MNIST_P12_N18,timeout,3600.021
MNIST_P82_N46,unsat,252.2706
MNIST_P70_N36,unsat,220.604
MNIST_P15_N5,timeout,3600.004
MNIST_P61_N27,timeout,3600.017
MNIST_P32_N17,unsat,60.8022
MNIST_P65_N17,outofmemory,14.242
MNIST_P17_N12,MarabouError(Return code: 1),1.5141
MNIST_P28_N29,unsat,42.5293
MNIST_P70_N19,MarabouError(Return code: 1),3.3898
MNIST_P77_N24,timeout,3600.02
MNIST_P20_N2,outofmemory,118.034
MNIST_P28_N35,timeout,3600.016
MNIST_P15_N9,unsat,244.4603
MNIST_P23_N33,MarabouError(Return code: 1),1.3684
MNIST_P97_N20,outofmemory,17.501
MNIST_P10_N14,outofmemory,34.819
MNIST_P45_N1,timeout,3600.016
MNIST_P11_N42,unsat,18.2534
MNIST_P35_N48,outofmemory,42.245
MNIST_P41_N20,outofmemory,16.662
MNIST_P54_N4,MarabouError(Return code: 1),3.7105
MNIST_P41_N25,unsat,238.8537
MNIST_P86_N37,unsat,255.5032
MNIST_P9_N19,MarabouError(Return code: 1),3.6123
MNIST_P66_N7,timeout,3600.003
MNIST_P53_N19,MarabouError(Return code: 1),3.1426
MNIST_P16_N2,outofmemory,116.556
MNIST_P36_N37,unsat,262.2993
MNIST_P40_N38,outofmemory,529.825
MNIST_P59_N8,IOPolytopeReductionError(Unknown shape for variable x_),0.1458
MNIST_P95_N14,outofmemory,35.39
MNIST_P87_N36,unsat,233.9599
MNIST_P64_N47,outofmemory,49.385
MNIST_P95_N29,unsat,44.7488
MNIST_P92_N23,unsat,44.7401
MNIST_P15_N17,outofmemory,14.963
MNIST_P61_N10,timeout,3600.016
MNIST_P17_N24,timeout,3600.008
MNIST_P23_N18,timeout,3600.007
MNIST_P10_N22,MarabouError(Return code: 1),1.4475
MNIST_P18_N12,MarabouError(Return code: 1),1.4461
MNIST_P96_N45,timeout,3600.01
MNIST_P32_N40,unsat,51.0799
MNIST_P19_N7,timeout,3600.015
MNIST_P24_N38,outofmemory,577.532
MNIST_P37_N8,IOPolytopeReductionError(Invalid property: Comparing expressions with different shapes is not supported),0.1971
MNIST_P79_N4,MarabouError(Return code: 1),3.9659
MNIST_P24_N21,MarabouError(Return code: 1),3.1438
MNIST_P72_N39,outofmemory,231.243
MNIST_P79_N7,timeout,3600.008
MNIST_P89_N13,timeout,3600.013
MNIST_P97_N10,timeout,3600.008
MNIST_P19_N21,MarabouError(Return code: 1),3.2074
MNIST_P83_N47,outofmemory,43.715
MNIST_P8_N45,timeout,3600.007
MNIST_P49_N12,MarabouError(Return code: 1),1.2857
MNIST_P81_N33,MarabouError(Return code: 1),1.4455
MNIST_P49_N47,outofmemory,48.24
MNIST_P61_N18,timeout,3600.006
MNIST_P82_N23,unsat,44.7043
MNIST_P55_N8,IOPolytopeReductionError(Invalid property: Comparing expressions with different shapes is not supported),0.2544
MNIST_P26_N13,timeout,3600.02
MNIST_P44_N48,outofmemory,36.052
MNIST_P60_N1,timeout,3600.005
MNIST_P87_N34,timeout,3600.017
MNIST_P58_N3,outofmemory,12.641
MNIST_P71_N5,timeout,3600.03
MNIST_P31_N2,outofmemory,121.715
MNIST_P38_N4,MarabouError(Return code: 1),3.3898
MNIST_P6_N14,outofmemory,34.549
MNIST_P20_N49,outofmemory,34.34
MNIST_P31_N3,outofmemory,11.921
MNIST_P49_N25,unsat,217.3478
MNIST_P97_N15,timeout,3600.018
MNIST_P66_N16,MarabouError(Return code: 1),0.9558
MNIST_P68_N22,MarabouError(Return code: 1),1.3075
MNIST_P2_N10,outofmemory,918.599
MNIST_P99_N47,outofmemory,43.84
MNIST_P60_N5,timeout,3600.017
MNIST_P26_N48,outofmemory,36.248
MNIST_P28_N11,timeout,3600.023
MNIST_P41_N8,IOPolytopeReductionError(Unknown shape for variable x_),0.1563
MNIST_P89_N36,unsat,225.1214
MNIST_P94_N42,unsat,19.358
MNIST_P19_N44,timeout,3600.009
MNIST_P30_N14,outofmemory,34.298
MNIST_P1_N44,timeout,3600.018
MNIST_P4_N22,MarabouError(Return code: 1),1.7438
MNIST_P10_N24,timeout,3600.021
MNIST_P39_N42,unsat,18.7584
MNIST_P56_N13,timeout,3600.019
MNIST_P64_N9,unsat,250.792
MNIST_P57_N17,outofmemory,14.256
MNIST_P65_N4,MarabouError(Return code: 1),3.5993
MNIST_P91_N8,IOPolytopeReductionError(Unknown shape for variable x_),0.1763
MNIST_P38_N10,timeout,3600.005
MNIST_P0_N41,VerificationRunnerError(IndexError),
MNIST_P3_N10,timeout,3600.015
MNIST_P74_N17,outofmemory,51.841
MNIST_P94_N33,MarabouError(Return code: 1),1.4905
MNIST_P98_N39,outofmemory,204.96
MNIST_P0_N20,VerificationRunnerError(IndexError),
MNIST_P15_N41,outofmemory,60.484
MNIST_P15_N37,unsat,286.1942
MNIST_P11_N10,timeout,3600.02
MNIST_P1_N21,MarabouError(Return code: 1),2.9713
MNIST_P74_N18,timeout,3600.01
MNIST_P99_N29,unsat,47.7169
MNIST_P88_N2,outofmemory,151.839
MNIST_P53_N27,timeout,3600.015
MNIST_P96_N25,unsat,259.768
MNIST_P82_N21,MarabouError(Return code: 1),4.2875
MNIST_P91_N22,MarabouError(Return code: 1),1.3615
MNIST_P50_N20,outofmemory,21.497
MNIST_P49_N41,outofmemory,68.557
MNIST_P13_N40,unsat,53.0728
MNIST_P32_N23,unsat,50.396
MNIST_P11_N24,timeout,3600.008
MNIST_P60_N10,timeout,3600.019
MNIST_P79_N31,unsat,264.8115
MNIST_P78_N48,outofmemory,38.217
MNIST_P87_N14,outofmemory,40.313
MNIST_P83_N3,outofmemory,14.732
MNIST_P50_N4,MarabouError(Return code: 1),4.3465
MNIST_P31_N39,outofmemory,1386.004
MNIST_P24_N3,outofmemory,15.73
MNIST_P76_N39,outofmemory,377.826
MNIST_P83_N20,outofmemory,20.805
MNIST_P69_N14,outofmemory,44.752
MNIST_P78_N49,outofmemory,40.968
MNIST_P69_N36,unsat,254.1055
MNIST_P87_N13,timeout,3600.02
MNIST_P72_N2,outofmemory,148.407
MNIST_P43_N42,unsat,19.9608
MNIST_P88_N45,timeout,3600.013
MNIST_P90_N41,outofmemory,61.383
MNIST_P12_N36,unsat,253.6406
MNIST_P77_N15,outofmemory,66.635
MNIST_P2_N13,timeout,3600.006
MNIST_P80_N39,outofmemory,335.824
MNIST_P57_N41,outofmemory,59.966
MNIST_P8_N9,unsat,281.3552
MNIST_P99_N15,timeout,3600.02
MNIST_P61_N21,MarabouError(Return code: 1),5.3973
MNIST_P25_N2,outofmemory,136.422
MNIST_P6_N39,outofmemory,314.377
MNIST_P18_N29,unsat,49.4905
MNIST_P53_N31,unsat,255.6453
MNIST_P9_N34,timeout,3600.021
MNIST_P93_N29,unsat,47.1652
MNIST_P23_N3,outofmemory,15.573
MNIST_P63_N2,outofmemory,140.337
MNIST_P0_N7,VerificationRunnerError(IndexError),
MNIST_P17_N46,unsat,286.1881
MNIST_P54_N8,IOPolytopeReductionError(Unknown shape for variable x_),0.1363
MNIST_P41_N7,outofmemory,541.766
MNIST_P83_N11,timeout,3600.015
MNIST_P69_N15,timeout,3600.001
MNIST_P86_N23,unsat,49.3049
MNIST_P54_N49,outofmemory,39.852
MNIST_P4_N42,unsat,21.678
MNIST_P67_N21,MarabouError(Return code: 1),3.326
MNIST_P60_N42,unsat,20.4794
MNIST_P91_N49,outofmemory,40.746
MNIST_P12_N26,timeout,3600.023
MNIST_P31_N45,timeout,3600.023
MNIST_P33_N19,MarabouError(Return code: 1),3.8741
MNIST_P59_N16,MarabouError(Return code: 1),0.9535
MNIST_P62_N19,MarabouError(Return code: 1),3.7466
MNIST_P38_N26,timeout,3600.016
MNIST_P20_N9,unsat,257.6468
MNIST_P39_N34,timeout,3600.02
MNIST_P33_N33,MarabouError(Return code: 1),1.2899
MNIST_P62_N42,unsat,20.6117
MNIST_P83_N29,unsat,45.3211
MNIST_P22_N39,outofmemory,162.753
MNIST_P27_N48,outofmemory,37.786
MNIST_P22_N4,MarabouError(Return code: 1),3.1599
MNIST_P96_N33,MarabouError(Return code: 1),1.3272
MNIST_P69_N38,outofmemory,1038.598
MNIST_P77_N26,timeout,3600.009
MNIST_P53_N47,outofmemory,51.469
MNIST_P37_N38,outofmemory,913.381
MNIST_P29_N8,IOPolytopeReductionError(Invalid property: Comparing expressions with different shapes is not supported),0.2804
MNIST_P35_N49,outofmemory,45.566
MNIST_P35_N33,MarabouError(Return code: 1),1.894
MNIST_P20_N41,outofmemory,66.685
MNIST_P11_N21,MarabouError(Return code: 1),4.4837
MNIST_P83_N5,timeout,3600.019
MNIST_P98_N41,outofmemory,61.453
MNIST_P58_N23,unsat,50.3087
MNIST_P8_N16,MarabouError(Return code: 1),1.3403
MNIST_P26_N29,unsat,47.2159
MNIST_P30_N15,timeout,3600.018
MNIST_P93_N14,outofmemory,40.778
MNIST_P97_N1,timeout,3600.016
MNIST_P12_N48,outofmemory,37.133
MNIST_P29_N39,outofmemory,819.508
MNIST_P13_N33,MarabouError(Return code: 1),1.7639
MNIST_P23_N9,unsat,239.0679
MNIST_P3_N41,outofmemory,51.124
MNIST_P25_N45,unsat,8.0843
MNIST_P12_N22,MarabouError(Return code: 1),1.3597
MNIST_P74_N8,IOPolytopeReductionError(Invalid property: Comparing expressions with different shapes is not supported),0.246
MNIST_P77_N46,unsat,239.7043
MNIST_P66_N31,unsat,220.6242
MNIST_P91_N44,timeout,3600.008
MNIST_P64_N42,unsat,18.3966
MNIST_P27_N47,outofmemory,45.143
MNIST_P10_N4,MarabouError(Return code: 1),3.7121
MNIST_P54_N10,timeout,3600.021
MNIST_P9_N38,timeout,3600.019
MNIST_P17_N34,timeout,3600.02
MNIST_P63_N9,unsat,246.2247
MNIST_P49_N17,unsat,56.7305
MNIST_P20_N38,outofmemory,222.901
MNIST_P70_N12,MarabouError(Return code: 1),1.3602
MNIST_P81_N14,outofmemory,35.367
MNIST_P90_N13,timeout,3600.01
MNIST_P90_N48,outofmemory,38.668
MNIST_P18_N47,outofmemory,48.471
MNIST_P19_N38,outofmemory,569.752
MNIST_P47_N12,MarabouError(Return code: 1),1.3845
MNIST_P19_N10,timeout,3600.018
MNIST_P10_N44,timeout,3600.007
MNIST_P26_N14,outofmemory,38.442
MNIST_P11_N2,outofmemory,123.068
MNIST_P28_N13,timeout,3600.022
MNIST_P85_N49,outofmemory,39.342
MNIST_P49_N22,MarabouError(Return code: 1),1.4055
MNIST_P64_N29,unsat,43.2901
MNIST_P2_N27,timeout,3600.021
MNIST_P8_N27,timeout,3600.021
MNIST_P71_N8,IOPolytopeReductionError(Invalid property: Comparing expressions with different shapes is not supported),0.2388
MNIST_P37_N16,MarabouError(Return code: 1),1.0886
MNIST_P72_N23,unsat,42.8491
MNIST_P90_N45,timeout,3600.002
MNIST_P68_N42,unsat,18.7274
MNIST_P8_N38,outofmemory,652.865
MNIST_P92_N47,outofmemory,47.339
MNIST_P70_N4,MarabouError(Return code: 1),3.2945
MNIST_P26_N27,timeout,3600.014
MNIST_P56_N38,outofmemory,1982.694
MNIST_P3_N25,unsat,225.8719
MNIST_P6_N20,outofmemory,17.458
MNIST_P25_N46,unsat,252.6988
MNIST_P38_N7,timeout,3600.021
MNIST_P49_N40,unsat,42.8455
MNIST_P71_N17,outofmemory,59.259
MNIST_P43_N39,outofmemory,494.657
MNIST_P73_N12,MarabouError(Return code: 1),1.4216
MNIST_P52_N33,MarabouError(Return code: 1),1.5061
MNIST_P1_N37,unsat,242.0584
MNIST_P27_N46,unsat,238.0274
MNIST_P27_N22,MarabouError(Return code: 1),1.3291
MNIST_P85_N11,timeout,3600.004
MNIST_P80_N40,unsat,41.5288
MNIST_P94_N18,timeout,3600.018
MNIST_P3_N7,timeout,3600.021
MNIST_P46_N39,outofmemory,518.863
MNIST_P68_N16,MarabouError(Return code: 1),0.9867
MNIST_P50_N13,timeout,3600.015
MNIST_P69_N34,timeout,3600.004
MNIST_P81_N46,unsat,239.3322
MNIST_P48_N7,timeout,3600.003
MNIST_P84_N25,unsat,216.4325
MNIST_P95_N7,timeout,3600.016
MNIST_P5_N19,MarabouError(Return code: 1),3.2961
MNIST_P51_N33,MarabouError(Return code: 1),1.2968
MNIST_P59_N12,MarabouError(Return code: 1),1.3542
MNIST_P63_N38,outofmemory,280.468
MNIST_P22_N21,MarabouError(Return code: 1),3.2368
MNIST_P28_N31,unsat,245.3348
MNIST_P1_N36,unsat,229.3598
MNIST_P19_N34,timeout,3600.005
MNIST_P64_N8,IOPolytopeReductionError(Unknown shape for variable x_),0.1383
MNIST_P42_N13,timeout,3600.014
MNIST_P9_N44,timeout,3600.013
MNIST_P29_N2,outofmemory,120.388
MNIST_P32_N24,timeout,3600.01
MNIST_P93_N41,outofmemory,51.921
MNIST_P7_N25,unsat,225.5682
MNIST_P93_N40,unsat,41.3696
MNIST_P17_N40,unsat,42.2133
MNIST_P82_N13,timeout,3600.014
MNIST_P58_N40,unsat,42.9719
MNIST_P38_N5,timeout,3600.02
